Mecanismo de Participación Social en Guarderías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resultados de las visitas realizadas (abril-noviembre 2022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No. ,Mes,OOAD,Localidad,Esquema,Número,Nombre,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Puntos máximos,Puntos alcanzados,%,No. de Padres,Horas 
567,sep-22,09CIUDAD DE MÉXICO,09007IZTAPALAPA,U,1181,"Bambinelo, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
568,sep-22,01AGUASCALIENTES,01001AGUASCALIENTES,U,1,"Estancia Infantil Aguascalientes, A.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
569,sep-22,01AGUASCALIENTES,01001AGUASCALIENTES,U,6,"Centro de Desarrollo Infantil KYNGO, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
570,sep-22,01AGUASCALIENTES,01001AGUASCALIENTES,U,10,"Centro de Desarrollo Infantil Garabatillos, S.A. de C.V.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
571,sep-22,01AGUASCALIENTES,01001AGUASCALIENTES,U,18,"Centro de Desarrollo Infantil La Estrella, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
572,sep-22,01AGUASCALIENTES,01001AGUASCALIENTES,U,1269,"CENDI Pinwicos, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
573,sep-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,157,Av. Lomas de Virreyes Sur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
574,sep-22,02BAJA CALIFORNIA     ,02001ENSENADA,U,200,El Castillo de los Niños,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
575,sep-22,02BAJA CALIFORNIA     ,02002MEXICALI,U,376,Espacios Infantiles,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,37,94.87%,4,8
576,sep-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,1195,Guardería Calor de Hogar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
577,sep-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,1253,Estancia Infantil Mi Pequeño Caillou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
578,sep-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,1271,Guardería La Mesa de Enseñanza,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
579,sep-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,1281,Villa Infantil Las Arboledas,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,4,8
580,sep-22,02BAJA CALIFORNIA     ,02002MEXICALI,U,1288,Estancia Infantil Chiquitines,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,4,8
581,sep-22,02BAJA CALIFORNIA     ,02002MEXICALI,U,1295,Guardería Calor de Hogar Pórticos del Valle,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
582,sep-22,02BAJA CALIFORNIA     ,02005PLAYAS DE ROSARITO,U,1306,Atención Integral del Desarrollo Infantil,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
583,sep-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,1345,Estancias Infantiles de Baja California,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
584,sep-22,05COAHUILA                           ,05035TORREÓN,U,120,"Centro de Desarrollo Infantil Framcisco Villa, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
585,sep-22,05COAHUILA                           ,05018MONCLOVA,U,160,"Camle, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
586,sep-22,05COAHUILA                           ,05035TORREÓN,U,193,"Soc. para la Formación y Educación del Niño, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
587,sep-22,05COAHUILA                           ,05030SALTILLO,U,1223,Guardería Chiquitines,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
588,sep-22,05COAHUILA                           ,05035TORREÓN,U,1272,Instituto de Servicios Educativos y Atención a la Salud,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
589,sep-22,05COAHUILA                           ,05030SALTILLO,U,1371,Abejitas Aprendo Jugando 2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
590,sep-22,05COAHUILA                           ,05035TORREÓN,U,1500,"Asistencia Lagunera, S.A. de C.V.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
591,sep-22,05COAHUILA                           ,05035TORREÓN,U,1560,Guardería las Palmas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
592,sep-22,05COAHUILA                           ,05018MONCLOVA,U,1592,CENDI KOALA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
593,sep-22,05COAHUILA                           ,05035TORREÓN,Y,30,"Centro de Servicio Social CANCINTRA, A.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
594,sep-22,10DURANGO                            ,10012LERDO,U,1422,Guardilandia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
595,sep-22,10DURANGO                            ,10005DURANGO,U,1491,INICIARTE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
596,sep-22,15MÉXICO,15095TEPOTZOTLÁN,U,326,"Obras y Servicios Comunitarios, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
597,sep-22,15MÉXICO,15024CUAUTITLÁN,U,460,Grupo Educativo Mar Rivera,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
598,sep-22,15MÉXICO,15104TLALNEPANTLA DE BAZ,U,462,"Instituto Novo Fillo, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
599,sep-22,15MÉXICO,15033ECATEPEC DE MORELOS,U,1336,"Centro Pedagógico Infantil Don Bosco, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
600,sep-22,15MÉXICO,15081TECAMAC,U,1378,"Centro de Desarrollo Integral Bambino, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
601,sep-22,15MÉXICO,15081TECAMAC,U,1379,"Centro de Desarrollo Integral Bambino, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
602,sep-22,15MÉXICO,15025CHALCO,U,1380,"Estancia Infantil El Sueño de Cri Cri, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,39,38,97.44%,4,8
603,sep-22,15MÉXICO,15025CHALCO,U,1381,"Guarderías Dabaleg, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
604,sep-22,15MÉXICO,15020COACALCO DE BERRIOZÁBAL  ,U,1382,"Centro Infantil El Martinete, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
605,sep-22,15MÉXICO,15024CUAUTITLÁN,U,1383,"Pez en el Agua, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
606,sep-22,15MÉXICO,15106TOLUCA,U,846,"Centro Pedagógico Niñez Feliz, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
607,sep-22,11GUANAJUATO                         ,11020LEÓN,E,1,Guardería BANBAJÍO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
608,sep-22,11GUANAJUATO                         ,11020LEÓN,U,107,Instituto Delver,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,39,37,94.87%,6,12
609,sep-22,11GUANAJUATO                         ,11020LEÓN,U,109,Suscaritas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
610,sep-22,11GUANAJUATO                         ,11020LEÓN,U,277,La Montaña,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
611,sep-22,11GUANAJUATO                         ,11011CORTAZAR,U,1184,La Casa del Árbol,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
612,sep-22,11GUANAJUATO                         ,11007CELAYA,U,1458,La Villita de Pawi,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,39,37,94.87%,6,12
613,sep-22,11GUANAJUATO                         ,11020LEÓN,U,1492,Pasteleritos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
614,sep-22,11GUANAJUATO                         ,11020LEÓN,U,1520,Brazos Abiertos a la Familia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
615,sep-22,11GUANAJUATO                         ,11020LEÓN,U,1532,Inanna Echeveste,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,6,12
616,sep-22,11GUANAJUATO                         ,11017IRAPUATO,U,1566,Bombinos Irapuato,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
617,sep-22,13HIDALGO                            ,13077TULANCINGO DE BRAVO,U,549,"Guardería Infantil Hidalguense, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
618,sep-22,13HIDALGO                            ,13048PACHUCA DE SOTO    ,U,1303,"Centro de Desarrollo Infantil Víctor Frankl, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,39,37,94.87%,6,12
619,sep-22,13HIDALGO                            ,13051MINERAL DE LA REFORMA  ,U,1605,Asociación Proespacios de Excelencia Educativa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
620,sep-22,14JALISCO                            ,14067PUERTO VALLARTA,U,466,Patria y Cultura I (Ixtapa),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
621,sep-22,14JALISCO                            ,14039GUADALAJARA,U,1062,Juan Salvador Gaviota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
622,sep-22,14JALISCO                            ,14053LAGOS DE MORENO,U,1207,Tepeyac,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
623,sep-22,14JALISCO                            ,14039GUADALAJARA,U,1209,Pie Pequeño,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
624,sep-22,14JALISCO                            ,14023ZAPOTLÁN EL GRANDE        ,U,1224,Wawachay,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
625,sep-22,14JALISCO                            ,14101TONALÁ,U,1337,Pequeños Senderos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
626,sep-22,14JALISCO                            ,14008ARANDAS,U,1339,Kitti II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
627,sep-22,14JALISCO                            ,14015AUTLÁN DE NAVARRO,U,1346,"Wawachay, II",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,37,94.87%,6,12
628,sep-22,14JALISCO                            ,14018LA BARCA,U,1347,La Barquita del Saber,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
629,sep-22,14JALISCO                            ,14073SAN JUAN DE LOS LAGOS,U,1363,Siconaqui II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
630,sep-22,14JALISCO                            ,14120ZAPOPAN,U,1375,José Clemente Orozco,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,37,94.87%,4,8
631,sep-22,14JALISCO                            ,14101TONALÁ,U,1377,La Guardería de Mamá II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
632,sep-22,14JALISCO                            ,14063OCOTLÁN,U,1415,Carrusel Mágico,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
633,sep-22,14JALISCO                            ,14120ZAPOPAN,U,1650,Estancia Infantil Forjando Sueños,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
634,sep-22,16MICHOACÁN DE OCAMPO                         ,16053MORELIA,U,94,"Estancia Infantil El Oso Teddy, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
635,sep-22,16MICHOACÁN DE OCAMPO                         ,16102URUAPAN,U,192,"Guardería Infantil Paulita II, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
636,sep-22,16MICHOACÁN DE OCAMPO                         ,16066PÁTZCUARO,U,685,"Estancias Infantiles Gertrudis Bocanegra de Pátzcuaro, Michoacán, A.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
637,sep-22,16MICHOACÁN DE OCAMPO                         ,16053MORELIA,U,737,"Guardería Nueva España, S.C.",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,39,35,89.74%,6,12
638,sep-22,16MICHOACÁN DE OCAMPO                         ,16053MORELIA,U,1325,"Guardería Infantil Sol, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
639,sep-22,17MORELOS                            ,17011JIUTEPEC,U,34,Parapeques Espacio Infantil,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
640,sep-22,17MORELOS                            ,17007CUERNAVACA,U,37,La Villita,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,39,38,97.44%,7,14
641,sep-22,17MORELOS                            ,17028XOCHITEPEC,U,833,Angelous,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,39,38,97.44%,6,12
642,sep-22,17MORELOS                            ,17006CUAUTLA,U,877,Jesús Hernández Vargas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
643,sep-22,17MORELOS                            ,17006CUAUTLA,U,1238,Manantiales,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,39,38,97.44%,4,8
644,sep-22,18NAYARIT                       ,18020BAHÍA DE BANDERAS ,U,1522,Guardería el Mundo de ABBY,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,5,10
645,sep-22,18NAYARIT                       ,18020BAHÍA DE BANDERAS ,U,1541,Guardería de Tigger,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,5,10
646,sep-22,19NUEVO LEÓN                           ,19039MONTERREY,U,132,"Guardería el Sueño del Ángel, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,39,38,97.44%,5,10
647,sep-22,19NUEVO LEÓN                           ,19046SAN NICOLÁS DE LOS GARZA,U,134,"Aprender a Ser, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
648,sep-22,19NUEVO LEÓN                           ,19046SAN NICOLÁS DE LOS GARZA,U,710,"Centro Infantil Jose Marroquín, S.C.",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,39,37,94.87%,3,6
649,sep-22,19NUEVO LEÓN                           ,19039MONTERREY,U,711,"Instituto Bilingüe Educativo Santa Fé, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
650,sep-22,19NUEVO LEÓN                           ,19039MONTERREY,U,774,"Centro de Desarrollo Mi Mundo Feliz, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
651,sep-22,19NUEVO LEÓN                           ,19039MONTERREY,U,958,Guardería TEC de Monterrey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
652,sep-22,19NUEVO LEÓN                           ,19006APODACA,U,1220,Instituto Benedic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
653,sep-22,19NUEVO LEÓN                           ,19039MONTERREY,U,1421,Koala     ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,39,37,94.87%,5,10
654,sep-22,19NUEVO LEÓN                           ,19006APODACA,U,1494,"Centro Infantil de Desarrollo Apodaca, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
655,sep-22,19NUEVO LEÓN                           ,19026GUADALUPE,U,1510,"Promotora de Desarrollo y Binestar Familiar, A.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
656,sep-22,19NUEVO LEÓN                           ,19039MONTERREY,U,1580,"Educando Aprende, A.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
657,sep-22,19NUEVO LEÓN                           ,19021GENERAL ESCOBEDO,U,1607,Mi peque Mundo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
658,sep-22,19NUEVO LEÓN                           ,19018GARCIA,U,1609,"Guarderías La Aldea, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
659,sep-22,19NUEVO LEÓN                           ,19026GUADALUPE,U,1656,"Instituto Kant, S.C.",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,36,92.31%,4,8
660,sep-22,19NUEVO LEÓN                           ,19026GUADALUPE,U,1657,"Instituto Kant, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
661,sep-22,20OAXACA                        ,20067OAXACA DE JUÁREZ       ,U,664,"Espacios Intel GYM, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
